Tanggal,Jam,Tanggal Jam,Total Pasien,Sembuh,Meninggal,Self Isolation,Masih Perawatan,Belum Diketahui (masih verifikasi),Menunggu Hasil,Tenaga Kesehatan Terinfeksi,Positif Harian,Positif Aktif,Sembuh Harian,Tanpa Gejala,Bergejala,Belum Ada Data,,,,,,,,,,,,
3/1/2020,,3/1/2020 18:00,0,0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,
3/2/2020,,3/2/2020 18:00,0,0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,
3/3/2020,,3/3/2020 18:00,3,0,1,0,2,,,,3,2,0,,,,,,,,,,,,,,,
3/4/2020,,3/4/2020 18:00,3,0,1,0,2,,,,0,2,0,,,,,,,,,,,,,,,
3/5/2020,,3/5/2020 18:00,7,0,3,0,4,,,,4,4,0,,,,,,,,,,,,,,,
3/6/2020,,3/6/2020 18:00,7,0,3,0,4,,,,0,4,0,,,,,,,,,,,,,,,
3/7/2020,,3/7/2020 18:00,7,0,3,0,4,,,,0,4,0,,,,,,,,,,,,,,,
3/8/2020,,3/8/2020 18:00,7,0,3,0,4,,,,0,4,0,,,,,,,,,,,,,,,
3/9/2020,,3/9/2020 18:00,34,0,3,0,31,,,,27,31,0,,,,,,,,,,,,,,,
3/10/2020,,3/10/2020 18:00,34,0,3,0,31,,,,0,31,0,,,,,,,,,,,,,,,
3/11/2020,,3/11/2020 18:00,36,0,3,0,33,,,,2,33,0,,,,,,,,,,,,,,,
3/12/2020,,3/12/2020 18:00,62,0,5,0,57,,,,26,57,0,,,,,,,,,,,,,,,
3/13/2020,,3/13/2020 18:00,72,0,7,0,65,,,,10,65,0,,,,,,,,,,,,,,,
3/14/2020,,3/14/2020 18:00,79,0,9,0,70,,,,7,70,0,,,,,,,,,,,,,,,
3/15/2020,,3/15/2020 18:00,95,0,11,0,84,,,,16,84,0,,,,,,,,,,,,,,,
3/16/2020,,3/16/2020 18:00,97,0,12,7,78,,,,2,85,0,,,,,,,,,,,,,,,
3/17/2020,,3/17/2020 18:00,122,0,12,27,83,,,,25,110,0,,,,,,,,,,,,,,,
3/18/2020,,3/18/2020 18:00,160,12,15,42,91,,,,38,133,12,,,,,,,,,,,,,,,
3/19/2020,,3/19/2020 18:00,210,13,19,57,121,,,,50,178,1,,,,,,,,,,,,,,,
3/20/2020,18,3/20/2020 18:00,224,13,20,66,125,,345,25,14,191,0,,,,,,,,,,,,,,,
3/21/2020,8,3/21/2020 8:00,268,17,23,71,157,,375,28,44,228,4,,,,,,,,,,,,,,,
3/22/2020,8,3/22/2020 8:00,304,21,29,77,177,,393,37,36,254,4,,,,,,,,,,,,,,,
3/23/2020,8,3/23/2020 8:00,355,22,29,79,225,,431,42,51,304,1,,,,,,,,,,,,,,,
3/24/2020,18,3/24/2020 18:00,426,23,34,109,260,,445,44,71,369,1,,,,,,,,,,,,,,,
3/25/2020,18,3/25/2020 18:00,472,27,43,112,290,,479,47,46,402,4,,,,,,,,,,,,,,,
3/26/2020,18,3/26/2020 18:00,515,29,49,113,324,,,,43,437,2,,,,,,,,,,,,,,,
3/27/2020,18,3/27/2020 18:00,566,31,57,132,346,,,,51,478,2,,,,,,,,,,,,,,,
3/28/2020,18,3/28/2020 18:00,603,43,62,134,364,,,,37,498,12,,,,,,,,,,,,,,,
3/29/2020,18,3/29/2020 18:00,701,48,67,151,435,,,,98,586,5,,,,,,,,,,,,,,,
3/30/2020,18,3/30/2020 18:00,727,49,78,151,449,,,,26,600,1,,,,,,,,,,,,,,,
3/31/2020,18,3/31/2020 18:00,741,49,84,157,451,,,,14,608,0,,,,,,,,,,,,,,,
4/1/2020,18,4/1/2020 18:00,816,51,90,176,499,,,,75,675,2,,,,,,,,,,,,,,,
4/2/2020,18,4/2/2020 18:00,909,54,95,195,565,,,,93,760,3,,,,,,,,,,,,,,,
4/3/2020,8,4/3/2020 8:00,990,56,98,209,627,,,,81,836,2,,,,,,,,,,,,,,,
4/4/2020,18,4/4/2020 18:00,1071,58,99,223,691,,,,81,914,2,,,,,,,,,,,,,,,
4/5/2020,18,4/5/2020 18:00,1151,64,123,279,685,,,,80,964,6,,,,,,,,,,,,,,,
4/6/2020,18,4/6/2020 18:00,1299,68,131,317,783,,,,148,1100,4,,,,,,,,,,,,,,,
4/7/2020,18,4/7/2020 18:00,1443,69,141,338,895,,,,144,1233,1,,,,,,,,,,,,,,,
4/8/2020,18,4/8/2020 18:00,1552,75,144,357,976,,,,109,1333,6,,,,,,,,,,,,,,,
4/9/2020,18,4/9/2020 18:00,1719,82,155,405,1077,,,,167,1482,7,,,,,,,,,,,,,,,
4/10/2020,18,4/10/2020 18:00,1810,82,156,433,1139,,,,91,1572,0,,,,,,,,,,,,,,,
4/11/2020,8,4/11/2020 8:00,1903,142,168,441,1152,,,,93,1593,60,,,,,,,,,,,,,,,
4/12/2020,8,4/12/2020 8:00,2082,142,195,468,1277,,,,179,1745,0,,,,,,,,,,,,,,,
4/13/2020,8,4/13/2020 8:00,2242,142,209,521,1370,,,,160,1891,0,,,,,,,,,,,,,,,
4/14/2020,8,4/14/2020 8:00,2349,163,243,558,1385,,,,107,1943,21,,,,,,,,,,,,,,,
4/15/2020,8,4/15/2020 8:00,2447,164,246,613,1424,,,,98,2037,1,,,,,,,,,,,,,,,
4/16/2020,8,4/16/2020 8:00,2670,202,248,619,1601,,,,223,2220,38,,,,,,,,,,,,,,,
4/17/2020,8,4/17/2020 8:00,2823,203,250,643,1727,,,,153,2370,1,,,,,,,,,,,,,,,
4/18/2020,8,4/18/2020 8:00,2902,206,257,670,1769,,,,79,2439,3,,,,,,,,,,,,,,,
4/19/2020,8,4/19/2020 8:00,3033,207,292,695,1839,,,,131,2534,1,,,,,,,,,,,,,,,
4/20/2020,8,4/20/2020 8:00,3112,237,297,752,1826,,,,79,2578,30,,,,,,,,,,,,,,,
4/21/2020,8,4/21/2020 8:00,3279,286,305,753,1935,,,,167,2688,49,,,,,,,,,,,,,,,
4/22/2020,8,4/22/2020 8:00,3399,291,308,815,1985,,,,120,2800,5,,,,,,,,,,,,,,,
4/23/2020,8,4/23/2020 8:00,3506,292,316,888,2010,,,,107,2898,1,,,,,,,,,,,,,,,
4/24/2020,8,4/24/2020 8:00,3605,327,331,959,1988,,,,99,2947,35,,,,,,,,,,,,,,,
4/25/2020,8,4/25/2020 8:00,3681,334,350,1050,1947,,,,76,2997,7,,,,,,,,,,,,,,,
4/26/2020,8,4/26/2020 8:00,3746,338,357,1099,1952,,,,65,3051,4,,,,,,,,,,,,,,,
4/27/2020,8,4/27/2020 8:00,3832,338,375,1169,1950,,,,86,3119,0,,,,,,,,,,,,,,,
4/28/2020,8,4/28/2020 8:00,3950,341,379,1206,2024,,,,118,3230,3,,,,,,,,,,,,,,,
4/29/2020,8,4/29/2020 8:00,4033,412,381,1238,2002,,,,83,3240,71,,,,,,,,,,,,,,,
4/30/2020,8,4/30/2020 8:00,4138,412,381,1272,2073,,,,105,3345,0,,,,,,,,,,,,,,,
5/1/2020,8,5/1/2020 8:00,4283,427,393,1312,2151,,,,145,3463,15,,,,,,,,,,,,,,,
5/2/2020,8,5/2/2020 8:00,4355,562,400,1304,2089,,,,72,3393,135,,,,,,,,,,,,,,,
5/3/2020,8,5/3/2020 8:00,4417,622,410,1323,2062,,,,62,3385,60,,,,,,,,,,,,,,,
5/4/2020,8,5/4/2020 8:00,4472,650,412,1330,2080,,,,55,3410,28,,,,,,,,,,,,,,,
5/5/2020,8,5/5/2020 8:00,4641,711,414,1370,2146,,,,169,3516,61,,,,,,,,,,,,,,,
5/6/2020,8,5/6/2020 8:00,4709,713,420,1381,2195,,,,68,3576,2,,,,,,,,,,,,,,,
5/7/2020,8,5/7/2020 8:00,4775,718,430,1431,2196,,,,66,3627,5,,,,,,,,,,,,,,,
5/8/2020,8,5/8/2020 8:00,4901,763,431,1426,2281,,,,126,3707,45,,,,,,,,,,,,,,,
5/9/2020,8,5/9/2020 8:00,4958,767,437,1442,2312,,,,57,3754,4,,,,,,,,,,,,,,,
5/10/2020,8,5/10/2020 8:00,5140,803,444,1533,2360,,,,182,3893,36,,,,,,,,,,,,,,,
5/11/2020,8,5/11/2020 8:00,5195,836,453,1648,2258,,,,55,3906,33,,,,,,,,,,,,,,,
5/12/2020,8,5/12/2020 8:00,5303,1262,457,1741,1843,,,,108,3584,426,,,,,,,,,,,,,,,
5/13/2020,8,5/13/2020 8:00,5437,1277,461,1866,1833,,,,134,3699,15,,,,,,,,,,,,,,,
5/14/2020,8,5/14/2020 8:00,5617,1279,466,1995,1877,,,,180,3872,2,,,,,,,,,,,,,,,
5/15/2020,8,5/15/2020 8:00,5679,1286,474,2019,1900,,,,62,3919,7,,,,,,,,,,,,,,,
5/16/2020,8,5/16/2020 8:00,5795,1292,475,2120,1908,,,,116,4028,6,,,,,,,,,,,,,,,
5/17/2020,8,5/17/2020 8:00,5922,1295,478,2217,1932,,,,127,4149,3,,,,,,,,,,,,,,,
5/18/2020,8,5/18/2020 8:00,5996,1301,483,2266,1946,,,,74,4212,6,,,,,,,,,,,,,,,
5/19/2020,8,5/19/2020 8:00,6053,1417,487,2213,1936,,,,57,4149,116,,,,,,,,,,,,,,,
5/20/2020,8,5/20/2020 8:00,6150,1425,493,2263,1969,,,,97,4232,8,,,,,,,,,,,,,,,
5/21/2020,8,5/21/2020 8:00,6220,1536,498,2231,1955,,,,70,4186,111,,,,,,,,,,,,,,,
5/22/2020,8,5/22/2020 8:00,6316,1558,501,2282,1975,,,,96,4257,22,,,,,,,,,,,,,,,
5/23/2020,8,5/23/2020 8:00,6443,1587,504,2346,2006,,,,127,4352,29,,,,,,,,,,,,,,,
5/24/2020,8,5/24/2020 8:00,6561,1594,505,2431,2031,,,,118,4462,7,,,,,,,,,,,,,,,
5/25/2020,8,5/25/2020 8:00,6628,1648,506,2430,2044,,,,67,4474,54,,,,,,,,,,,,,,,
5/26/2020,8,5/26/2020 8:00,6689,1678,508,2459,2044,,,,61,4503,30,,,,,,,,,,,,,,,
5/27/2020,8,5/27/2020 8:00,6826,1698,510,2584,2034,,,,137,4618,20,,,,,,,,,,,,,,,
5/28/2020,8,5/28/2020 8:00,6929,1719,514,2641,2055,,,,103,4696,21,,,,,,,,,,,,,,,
5/29/2020,8,5/29/2020 8:00,7053,1807,517,2722,2007,,,,124,4729,88,,,,,,,,,,,,,,,
5/30/2020,8,5/30/2020 8:00,7151,2003,519,2781,1848,,,,98,4629,196,,,,,,,,,,,,,,,
5/31/2020,8,5/31/2020 8:00,7272,2102,520,2827,1823,,,,121,4650,99,,,,,,,,,,,,,,,
6/1/2020,8,6/1/2020 8:00,7383,2246,521,2822,1794,,,,111,4616,144,,,,,,,,,,,,,,,
6/2/2020,8,6/2/2020 8:00,7459,2405,525,2786,1743,,,,76,4529,159,,,,,,,,,,,,,,,
6/3/2020,8,6/3/2020 8:00,7539,2534,529,2777,1699,,,,80,4476,129,,,,,,,,,,,,,,,
6/4/2020,8,6/4/2020 8:00,7600,2607,530,2793,1670,,,,61,4463,73,,,,,,,,,,,,,,,
6/5/2020,8,6/5/2020 8:00,7684,2751,532,2768,1633,,,,84,4401,144,,,,,,,,,,,,,,,
6/6/2020,8,6/6/2020 8:00,7786,2840,535,2776,1635,,,,102,4411,89,,,,,,,,,,,,,,,
6/7/2020,8,6/7/2020 8:00,7946,3170,537,2794,1445,,,,160,4239,330,,,,,,,,,,,,,,,
6/8/2020,8,6/8/2020 8:00,8037,3205,538,2846,1448,,,,91,4294,35,,,,,,,,,,,,,,,
6/9/2020,8,6/9/2020 8:00,8276,3369,547,2918,1442,,,,239,4360,164,,,,,,,,,,,,,,,
6/10/2020,8,6/10/2020 8:00,8423,3517,551,2928,1427,,,,147,4355,148,,,,,,,,,,,,,,,
6/11/2020,8,6/11/2020 8:00,8552,3664,555,2887,1446,,,,129,4333,147,,,,,,,,,,,,,,,
6/12/2020,8,6/12/2020 8:00,8628,3780,561,2863,1424,,,,76,4287,116,,,,,,,,,,,,,,,
6/13/2020,8,6/13/2020 8:00,8748,3840,564,2925,1419,,,,120,4344,60,,,,,,,,,,,,,,,
6/14/2020,8,6/14/2020 8:00,8863,4091,571,2833,1368,,,,115,4201,251,,,,,,,,,,,,,,,
