"Tanggal","Total Discarded","Isolasi di RS (Discarded)","Isolasi di Rumah (Discarded)","Meninggal (Discarded)","Selesai Isolasi (Discarded)","Total Kontak Erat","Isolasi di RS (Kontak Erat)","Isolasi di Rumah (Kontak Erat)","Meninggal (Kontak Erat)","Selesai Isolasi (Kontak Erat)","Total Pelaku Perjalanan","Isolasi di RS (Pelaku Perjalanan)","Isolasi di Rumah (Pelaku Perjalanan)","Meninggal (Pelaku Perjalanan)","Selesai Isolasi (Pelaku Perjalanan)","Total Probable","Isolasi di RS (Probable)","Isolasi di Rumah (Probable)","Meninggal (Probable)","Selesai Isolasi (Probable)","Total Suspek","Isolasi di RS (Suspek)","Isolasi di Rumah (Suspek)","Meninggal (Suspek)","Selesai Isolasi (Suspek)","GRAND TOTAL"
"2021-01-31","16789","","","1","16788","696559","","21391","","675168","3998","","18","","3980","6777","85","","5333","1359","599684","255","20446","2311","576672","1323807"
"2021-02-01","16840","","","1","16839","703657","","23615","","680042","4032","","14","","4018","6786","78","","5333","1375","603199","238","19928","2311","580722","1334514"
"2021-02-02","16841","","","1","16840","707801","","26705","","681096","4032","","14","","4018","6802","94","","5333","1375","605168","247","21411","2311","581199","1340644"
"2021-02-03","16892","","","1","16891","710128","","25162","","684966","4036","","13","","4023","6818","95","","5333","1390","607178","261","19139","2311","585467","1345052"
"2021-02-04","17014","","","1","17013","725175","","31716","","693459","4056","","6","","4050","6844","93","","5333","1418","615688","272","22619","2311","590486","1368777"
"2021-02-05","17015","","","1","17014","732637","","27690","","704947","4062","","4","","4058","6878","75","","5333","1470","620627","248","19548","2311","598520","1381219"
"2021-02-06","17077","","","1","17076","734059","","28958","","705101","4067","","7","","4060","6890","84","","5333","1473","622686","324","21207","2311","598844","1384779"
"2021-02-07","17132","","","1","17131","749947","","34706","","715241","4077","","7","","4070","6943","75","","5333","1535","631934","301","23323","2311","605999","1410033"
"2021-02-08","17132","","","1","17131","755591","","35516","","720075","4077","","6","","4071","6943","59","","5333","1551","634751","262","22964","2311","609214","1418494"
"2021-02-09","17181","","","1","17180","758670","","35782","","722888","4098","","6","","4092","6990","72","","5333","1558","637597","254","23564","2311","611468","1424536"
"2021-02-10","17184","","","1","17183","759606","","33485","","726121","4106","","9","","4097","7026","92","","5333","1601","638802","275","22594","2311","613622","1426724"
"2021-02-11","17303","","","1","17302","763234","","31005","","732229","4142","","15","","4127","7101","82","","5333","1686","641295","309","21800","2311","616875","1433075"
"2021-02-12","17395","","","1","17394","780436","","33193","","747243","4161","","14","","4147","7157","96","","5333","1728","650431","295","24917","2311","622908","1459580"
"2021-02-13","17404","","","1","17403","795979","","44171","","751808","4183","","16","","4167","7199","112","","5333","1754","659577","325","31765","2311","625176","1484342"
"2021-02-14","17406","","","1","17405","803017","","48810","","754207","4185","","16","","4169","7200","112","","5333","1755","663417","322","34482","2311","626302","1495225"
"2021-02-15","17423","","","1","17422","807116","","46155","","760961","4203","","16","","4187","7208","101","","5333","1774","666550","285","32956","2311","630998","1502500"
"2021-02-16","17423","","","1","17422","810884","","41789","","769095","4221","","13","","4208","7211","97","","5333","1781","669133","269","29871","2311","636682","1508872"
"2021-02-17","17424","","","1","17423","815975","","39454","","776521","4235","","9","","4226","7256","93","","5333","1830","672830","266","28436","2311","641817","1517720"
"2021-02-18","17424","","","1","17423","818296","","34898","","783398","4259","","9","","4250","7289","99","","5333","1857","675949","293","26560","2311","646785","1523217"
"2021-02-19","17424","","","1","17423","822499","","31026","","791473","4283","","9","","4274","7326","102","","5333","1891","679414","299","24728","2311","652076","1530946"
"2021-02-20","17424","","","1","17423","823882","","27460","","796422","4312","","9","","4303","7346","107","","5333","1906","682091","293","22479","2311","657008","1535055"
"2021-02-21","17424","","","1","17423","838656","","35838","","802818","4320","","9","","4311","7359","105","","5333","1921","690193","288","26677","2311","660917","1557952"
"2021-02-22","17424","","","1","17423","844335","","32968","","811367","4342","","8","","4334","7373","98","","5333","1942","693445","267","25160","2311","665707","1566919"
"2021-02-23","17424","","","1","17423","847546","","30697","","816849","4342","","3","","4339","7375","87","","5333","1955","695717","244","23316","2311","669846","1572404"
"2021-02-24","17427","","","1","17426","853526","","30058","","823468","4367","","3","","4364","7392","80","","5333","1979","700314","219","23354","2311","674430","1583026"
"2021-02-25","17431","","","1","17430","855359","","27501","","827858","4378","","2","","4376","7415","80","","5333","2002","702398","202","21526","2311","678359","1586981"
"2021-02-26","17451","","","1","17450","870125","","36176","","833949","4416","","2","","4414","7440","87","","5333","2020","711023","201","26375","2311","682136","1610455"
"2021-02-27","17454","","","1","17453","878966","","40016","","838950","4439","","3","","4436","7464","95","","5333","2036","714770","216","27044","2311","685199","1623093"
"2021-02-28","17463","","","1","17462","886591","","44028","","842563","4452","","3","","4449","7476","95","","5333","2048","717950","197","28717","2311","686725","1633932"
"2021-03-01","17465","","","1","17464","892380","","43016","","849364","4486","","3","","4483","7489","86","","5333","2070","719998","175","27536","2311","689976","1641818"
"2021-03-02","17469","","","1","17468","893201","","39762","","853439","4486","","2","","4484","7492","74","","5333","2085","721613","165","25068","2311","694069","1644261"
"2021-03-03","17469","","","1","17468","895034","","36067","","858967","4505","","2","","4503","7505","72","","5333","2100","723389","160","22614","2311","698304","1647902"
"2021-03-04","17476","","","1","17475","903633","","36710","","866923","4546","","1","","4545","7537","75","","5333","2129","727084","172","21702","2311","702899","1660276"
"2021-03-05","17476","","","1","17475","917412","","40960","","876452","4578","","7","","4571","7553","74","","5333","2146","732002","165","21808","2311","707718","1679021"
"2021-03-06","17476","","","1","17475","927216","","45316","","881900","4641","","11","","4630","7575","76","","5333","2166","736043","165","22876","2311","710691","1692951"
"2021-03-07","17479","","","1","17478","935157","","42752","","892405","4695","","12","","4683","7596","68","","5333","2195","739274","170","20169","2311","716624","1704201"
"2021-03-08","17481","","","1","17480","943553","","49087","","894466","4743","","12","","4731","7611","76","","5333","2202","741605","208","21991","2311","717095","1714993"
"2021-03-09","17481","","","1","17480","945905","","45606","","900299","4743","","12","","4731","7613","60","","5333","2220","742400","192","19539","2311","720358","1718142"
"2021-03-10","17485","","","1","17484","947565","","41371","","906194","4757","","12","","4745","7628","55","","5333","2240","743890","191","17864","2311","723524","1721325"
"2021-03-11","17487","","","1","17486","960815","","44639","","916176","4776","","14","","4762","7645","55","","5333","2257","748586","206","19379","2311","726690","1739309"
"2021-03-12","17504","","","1","17503","962666","","40560","","922106","4803","","19","","4784","7695","72","","5333","2290","750353","208","17904","2311","729930","1743021"
"2021-03-13","17504","","","1","17503","972395","","44581","","927814","4803","","19","","4784","7698","69","","5333","2296","753779","195","19258","2311","732015","1756179"
"2021-03-14","17504","","","1","17503","979360","","47868","","931492","4852","","20","","4832","7720","84","","5333","2303","756544","219","20805","2311","733209","1765980"
"2021-03-15","17504","","","1","17503","979825","","41020","","938805","4880","","16","","4864","7740","84","","5333","2323","757385","254","18240","2311","736580","1767334"
"2021-03-16","17504","","","1","17503","987745","","41419","","946326","4887","","16","","4871","7796","75","","5384","2337","759394","238","17365","2311","739480","1777326"
"2021-03-17","17507","","","1","17506","995035","","39830","","955205","4943","","8","","4935","7829","70","","5403","2356","762619","230","17072","2311","743006","1787933"
"2021-03-18","17512","","","1","17511","1002426","","39394","","963032","5012","","8","","5004","7888","83","","5436","2369","766140","241","17178","2311","746410","1798978"
"2021-03-19","17527","","","1","17526","1003713","","34021","","969692","5058","","7","","5051","7903","84","","5436","2383","768009","200","16389","2311","749109","1802210"
"2021-03-20","17527","","","1","17526","1017886","","40476","","977410","5097","","7","","5090","7917","81","","5436","2400","772766","205","18291","2311","751959","1821193"
"2021-03-21","17527","","","1","17526","1019291","","759","","1018532","5117","","1","","5116","7930","3","","5436","2491","774152","22","724","2311","771095","1824017"
"2021-03-22","17527","","","1","17526","1034025","","10377","","1023648","5141","","1","","5140","7996","14","","5480","2502","778309","38","3831","2311","772129","1842998"
"2021-03-23","17529","","","1","17528","1039836","","13526","","1026310","5141","","1","","5140","7997","14","","5480","2503","780142","38","5280","2311","772513","1850645"
"2021-03-24","17529","","","1","17528","1047994","","18546","","1029448","5182","","2","","5180","8054","16","","5517","2521","783708","56","7462","2311","773879","1862467"
"2021-03-25","17533","","","1","17532","1056685","","24597","","1032088","5249","","2","","5247","8094","21","","5543","2530","787924","91","10327","2311","775195","1875485"
